branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S314","SP","OPS","C000000011","S000000017"," "," ","13100008","May 01-31 2019",932.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100095","May 01-31 2019",932.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100237","May 01-31 2019",1398.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100308","May 01-31 2019",2796.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100370","May 01-31 2019",1398.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100782","May 01-31 2019",5592.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100923","May 01-31 2019",1398.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101118","May 01-31 2019",932.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101163","May 01-31 2019",3728.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13300051","May 01-31 2019",1398.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13300510","May 01-31 2019",932.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100046","May 01-31 2019",1298.975000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100399","May 01-31 2019",1922.250000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100418","May 01-31 2019",2038.750000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100421","May 01-31 2019",1456.250000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100703","May 01-31 2019",1631.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100728","May 01-31 2019",1281.500000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100850","May 01-31 2019",58.250000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100994","May 01-31 2019",4077.500000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101095","May 01-31 2019",640.750000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101104","May 01-31 2019",1106.750000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101110","May 01-31 2019",2330.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101111","May 01-31 2019",699.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101152","May 01-31 2019",4677.475000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101166","May 01-31 2019",3279.475000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101087","May 01-31 2019",466.000000,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13100904","May 01-31 2019",998.987500,2,"for the month of May 01-31 2019"
"S314","SP","OPS","C000000011","S000000017"," "," ","13101010","May 01-31 2019",998.987500,2,"for the month of May 01-31 2019"
