branch,division,dept,category,subcat,displaya,buyerid,itmdept,supplier_code,period,amount,paymentid,remarks
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100209","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100308","March 01-31 2020",2796.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100315","March 01-31 2020",5592.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100323","March 01-31 2020",932.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100703","March 01-31 2020",2796.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100728","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100918","March 01-31 2020",2097.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100923","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100982","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101033","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101092","March 01-31 2020",4194.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101166","March 01-31 2020",3728.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13300143","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13300181","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13300309","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13300510","March 01-31 2020",932.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100013","March 01-31 2020",3844.500000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100046","March 01-31 2020",932.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100114","March 01-31 2020",2038.750000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100167","March 01-31 2020",17.475000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100204","March 01-31 2020",192.225000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100229","March 01-31 2020",192.225000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100254","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100289","March 01-31 2020",774.725000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100370","March 01-31 2020",524.250000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100399","March 01-31 2020",2056.225000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100418","March 01-31 2020",524.250000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100782","March 01-31 2020",3262.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100843","March 01-31 2020",699.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100844","March 01-31 2020",291.250000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100850","March 01-31 2020",541.725000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100983","March 01-31 2020",174.750000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101072","March 01-31 2020",308.725000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101110","March 01-31 2020",873.750000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101111","March 01-31 2020",116.500000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101115","March 01-31 2020",3203.750000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101118","March 01-31 2020",832.975000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13200002","March 01-31 2020",582.500000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100265","March 01-31 2020",4211.475000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100095","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100237","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101104","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
