branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S327","SP","OPS","C000000011","S000000017"," "," ","13100006","February 01-28 2017",932.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100072","February 01-28 2017",932.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100254","February 01-28 2017",466.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100289","February 01-28 2017",5592.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100315","February 01-28 2017",2796.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100703","February 01-28 2017",466.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100923","February 01-28 2017",1398.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100940","February 01-28 2017",1398.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101015","February 01-28 2017",1398.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101060","February 01-28 2017",932.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101090","February 01-28 2017",815.500000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13300143","February 01-28 2017",233.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100844","February 01-28 2017",949.475000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100850","February 01-28 2017",2737.750000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13200002","February 01-28 2017",192.225000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100994","February 01-28 2017",161.158333,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100399","February 01-28 2017",161.158333,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100993","February 01-28 2017",161.158333,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100191","February 01-28 2017",310.666667,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101001","February 01-28 2017",310.666667,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101033","February 01-28 2017",310.666667,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100058","February 01-28 2017",699.000000,2,"for the month of February 01-28 2017"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100107","February 01-28 2017",699.000000,2,"for the month of February 01-28 2017"
