branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S348","SP","OPS","C000000011","S000000017"," "," ","13100104","January 01-31 2018",233.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100120","January 01-31 2018",349.500000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100207","January 01-31 2018",1398.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100237","January 01-31 2018",1398.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100254","January 01-31 2018",1398.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100265","January 01-31 2018",524.250000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100292","January 01-31 2018",699.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100732","January 01-31 2018",2330.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100789","January 01-31 2018",2330.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100904","January 01-31 2018",699.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100918","January 01-31 2018",1398.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100940","January 01-31 2018",699.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13101069","January 01-31 2018",5126.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13101087","January 01-31 2018",5825.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100006","January 01-31 2018",2970.750000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100015","January 01-31 2018",3221.225000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100138","January 01-31 2018",366.975000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100209","January 01-31 2018",873.750000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100308","January 01-31 2018",250.475000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100340","January 01-31 2018",2522.225000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100421","January 01-31 2018",815.500000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100696","January 01-31 2018",233.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100703","January 01-31 2018",1048.500000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100923","January 01-31 2018",58.250000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13101001","January 01-31 2018",1087.333333,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13101033","January 01-31 2018",1087.333333,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13101110","January 01-31 2018",1087.333333,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100058","January 01-31 2018",699.000000,2,"for the month of January 01-31 2018"
"S348","SP","OPS","C000000011","S000000017"," "," ","13100107","January 01-31 2018",699.000000,2,"for the month of January 01-31 2018"
