branch,division,dept,category,subcat,displaya,buyerid,itmdept,supplier_code,period,amount,paymentid,remarks
S324,SP,OPS,C000000011,S000000017, , ,,13100240,January 01-31 2020,582.5,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100308,January 01-31 2020,2796,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100696,January 01-31 2020,2796,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100789,January 01-31 2020,2796,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100940,January 01-31 2020,932,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100983,January 01-31 2020,2796,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13101092,January 01-31 2020,4194,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13101107,January 01-31 2020,932,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13300510,January 01-31 2020,932,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100006,January 01-31 2020,1415.475,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100008,January 01-31 2020,192.225,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100046,January 01-31 2020,1823.225,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100114,January 01-31 2020,1298.975,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100138,January 01-31 2020,174.75,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100181,January 01-31 2020,4776.5,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100204,January 01-31 2020,174.75,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100289,January 01-31 2020,3104.725,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100340,January 01-31 2020,2038.75,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100399,January 01-31 2020,116.5,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100782,January 01-31 2020,658.225,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100843,January 01-31 2020,2405.725,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100844,January 01-31 2020,2463.975,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100923,January 01-31 2020,58.25,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13101072,January 01-31 2020,1240.725,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13101115,January 01-31 2020,2405.725,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13101150,January 01-31 2020,1398,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13101166,January 01-31 2020,2056.225,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13300309,January 01-31 2020,17.475,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100095,January 01-31 2020,101.9375,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13101104,January 01-31 2020,101.9375,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100237,January 01-31 2020,101.9375,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100237,January 01-31 2020,101.9375,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100405,January 01-31 2020,796.083333,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100702,January 01-31 2020,796.083333,2,for the month of January 01-31 2020
S324,SP,OPS,C000000011,S000000017, , ,,13100861,January 01-31 2020,796.083333,2,for the month of January 01-31 2020
