branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S329","SP","OPS","C000000011","S000000017"," "," ","13100073","December 01-31 2012",900.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100167","December 01-31 2012",1800.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100204","December 01-31 2012",750.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100237","December 01-31 2012",600.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100927","December 01-31 2012",1800.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100930","December 01-31 2012",300.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13101000","December 01-31 2012",1800.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100013","December 01-31 2012",862.500000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100190","December 01-31 2012",1136.250000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100195","December 01-31 2012",112.500000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100308","December 01-31 2012",300.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100981","December 01-31 2012",412.500000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100819","December 01-31 2012",136.875000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100412","December 01-31 2012",136.875000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100006","December 01-31 2012",1800.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100913","December 01-31 2012",1800.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100337","December 01-31 2012",212.500000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100940","December 01-31 2012",212.500000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100303","December 01-31 2012",212.500000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100990","December 01-31 2012",300.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13300391","December 01-31 2012",300.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100058","December 01-31 2012",150.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100107","December 01-31 2012",150.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100141","December 01-31 2012",399.375000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100042","December 01-31 2012",399.375000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100663","December 01-31 2012",562.500000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100315","December 01-31 2012",562.500000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100667","December 01-31 2012",343.125000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100252","December 01-31 2012",343.125000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100878","December 01-31 2012",1374.375000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100782","December 01-31 2012",1374.375000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100923","December 01-31 2012",300.000000,2,"for the month of December 01-31 2012"
"S329","SP","OPS","C000000011","S000000017"," "," ","13100918","December 01-31 2012",300.000000,2,"for the month of December 01-31 2012"
