branch,division,dept,category,subcat,displaya,buyerid,itmdept,supplier_code,period,amount,paymentid,remarks
S321,SP,OPS,C000000011,S000000017, , ,,13100008,July 01-31 2020,932,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100114,July 01-31 2020,8388,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100167,July 01-31 2020,2796,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100204,July 01-31 2020,4194,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100209,July 01-31 2020,1398,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100254,July 01-31 2020,2796,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100308,July 01-31 2020,2796,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100323,July 01-31 2020,1398,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100348,July 01-31 2020,932,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100703,July 01-31 2020,2097,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100728,July 01-31 2020,1398,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100919,July 01-31 2020,932,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100923,July 01-31 2020,1398,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100940,July 01-31 2020,932,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100958,July 01-31 2020,699,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13100982,July 01-31 2020,1398,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13101033,July 01-31 2020,932,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13101110,July 01-31 2020,3728,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13101111,July 01-31 2020,932,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13101118,July 01-31 2020,932,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13101125,July 01-31 2020,932,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13101174,July 01-31 2020,932,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13200002,July 01-31 2020,1398,2,for the month of July 01-31 2020
S321,SP,OPS,C000000011,S000000017, , ,,13300181,July 01-31 2020,1398,2,for the month of July 01-31 2020
