branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S324","SP","OPS","C000000011","S000000017"," "," ","13100006","April 01-30 2019",2796.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100008","April 01-30 2019",932.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100095","April 01-30 2019",932.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100237","April 01-30 2019",1398.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100308","April 01-30 2019",2796.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100940","April 01-30 2019",932.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101107","April 01-30 2019",932.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13300510","April 01-30 2019",932.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100046","April 01-30 2019",116.500000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100167","April 01-30 2019",349.500000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100181","April 01-30 2019",2330.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100204","April 01-30 2019",2038.750000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100229","April 01-30 2019",1065.975000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100289","April 01-30 2019",1706.725000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100340","April 01-30 2019",308.725000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100399","April 01-30 2019",349.500000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100418","April 01-30 2019",75.725000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100421","April 01-30 2019",1106.750000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100696","April 01-30 2019",2330.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100782","April 01-30 2019",1106.750000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100789","April 01-30 2019",1415.475000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100843","April 01-30 2019",1531.975000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100844","April 01-30 2019",891.225000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100880","April 01-30 2019",192.225000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100982","April 01-30 2019",250.475000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101072","April 01-30 2019",2563.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101087","April 01-30 2019",174.750000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101104","April 01-30 2019",1631.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101110","April 01-30 2019",233.000000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101118","April 01-30 2019",873.750000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101150","April 01-30 2019",524.250000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101152","April 01-30 2019",2388.250000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101166","April 01-30 2019",1648.475000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13200002","April 01-30 2019",2522.225000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100107","April 01-30 2019",1823.225000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100292","April 01-30 2019",1805.750000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13101115","April 01-30 2019",2056.225000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100405","April 01-30 2019",524.250000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100702","April 01-30 2019",524.250000,2,"for the month of April 01-30 2019"
"S324","SP","OPS","C000000011","S000000017"," "," ","13100861","April 01-30 2019",524.250000,2,"for the month of April 01-30 2019"
