branch,division,dept,category,subcat,displaya,buyerid,itmdept,supplier_code,period,amount,paymentid,remarks
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100114","October 01-31 2019",8388.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100124","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100167","October 01-31 2019",2796.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100240","October 01-31 2019",582.500000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100308","October 01-31 2019",2796.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100366","October 01-31 2019",1398.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100919","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101111","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101115","October 01-31 2019",5592.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101118","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101125","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101174","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13300181","October 01-31 2019",1398.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13300510","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100008","October 01-31 2019",757.250000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100015","October 01-31 2019",1298.975000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100046","October 01-31 2019",2289.225000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100107","October 01-31 2019",1124.225000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100181","October 01-31 2019",1648.475000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100204","October 01-31 2019",1165.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100289","October 01-31 2019",2813.475000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100340","October 01-31 2019",2330.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100399","October 01-31 2019",699.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100696","October 01-31 2019",1997.975000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100728","October 01-31 2019",990.250000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100782","October 01-31 2019",192.225000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100850","October 01-31 2019",3436.750000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100923","October 01-31 2019",1165.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100940","October 01-31 2019",192.225000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101033","October 01-31 2019",425.225000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101087","October 01-31 2019",3611.500000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101095","October 01-31 2019",3611.500000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101163","October 01-31 2019",3495.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101166","October 01-31 2019",949.475000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13200002","October 01-31 2019",2563.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100006","October 01-31 2019",2813.475000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100265","October 01-31 2019",5708.500000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100418","October 01-31 2019",541.725000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100703","October 01-31 2019",1007.725000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100982","October 01-31 2019",524.250000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100983","October 01-31 2019",2696.975000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101150","October 01-31 2019",1922.250000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100095","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100237","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101104","October 01-31 2019",932.000000,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100904","October 01-31 2019",1261.112500,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13101010","October 01-31 2019",1261.112500,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100405","October 01-31 2019",918.408333,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100702","October 01-31 2019",918.408333,2,"for the month of October 01-31 2019"
"S321","SP","OPS","C000000011","S000000017"," "," ","","13100861","October 01-31 2019",918.408333,2,"for the month of October 01-31 2019"
