branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
S322,SP,OPS,C000000011,S000000017, , ,13100073,January 01-31 2015,699,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100095,January 01-31 2015,932,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100190,January 01-31 2015,1398,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100237,January 01-31 2015,1398,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100315,January 01-31 2015,466,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100421,January 01-31 2015,1398,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100529,January 01-31 2015,466,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100999,January 01-31 2015,932,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13101013,January 01-31 2015,932,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13101054,January 01-31 2015,932,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13101060,January 01-31 2015,932,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13300051,January 01-31 2015,2796,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13300143,January 01-31 2015,2330,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13300298,January 01-31 2015,932,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100195,January 01-31 2015,832.975,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100423,January 01-31 2015,3029,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100782,January 01-31 2015,1048.5,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13101058,January 01-31 2015,774.725,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13300007,January 01-31 2015,891.225,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100436,January 01-31 2015,116.5,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100982,January 01-31 2015,116.5,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100006,January 01-31 2015,466,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100913,January 01-31 2015,466,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100337,January 01-31 2015,699,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100748,January 01-31 2015,699,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13101015,January 01-31 2015,291.25,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13101033,January 01-31 2015,291.25,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13100923,January 01-31 2015,582.5,2,for the month of January 01-31 2015
S322,SP,OPS,C000000011,S000000017, , ,13101024,January 01-31 2015,582.5,2,for the month of January 01-31 2015
