branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
S314,SP,OPS,C000000011,S000000017, , ,13100008,December 01-31 2018,932,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100104,December 01-31 2018,1398,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100209,December 01-31 2018,1398,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100237,December 01-31 2018,1398,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100254,December 01-31 2018,2796,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100308,December 01-31 2018,2796,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100399,December 01-31 2018,4194,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100904,December 01-31 2018,932,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100923,December 01-31 2018,1398,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13101095,December 01-31 2018,5592,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13101111,December 01-31 2018,932,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13101115,December 01-31 2018,5592,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13101152,December 01-31 2018,5592,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13300051,December 01-31 2018,1398,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13300309,December 01-31 2018,1398,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13300510,December 01-31 2018,932,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100204,December 01-31 2018,1823.225,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100289,December 01-31 2018,3029,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100370,December 01-31 2018,932,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100418,December 01-31 2018,1648.475,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100703,December 01-31 2018,774.725,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100789,December 01-31 2018,2988.225,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100850,December 01-31 2018,1298.975,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13101072,December 01-31 2018,5085.225,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13101087,December 01-31 2018,1398,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13101104,December 01-31 2018,1631,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13101110,December 01-31 2018,1339.75,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13101118,December 01-31 2018,815.5,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13200002,December 01-31 2018,17.475,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13300143,December 01-31 2018,658.225,2,for the month of December 01-31 2018
S314,SP,OPS,C000000011,S000000017, , ,13100732,December 01-31 2018,1631,2,for the month of December 01-31 2018
