branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S325","SP","OPS","C000000011","S000000017"," "," ","13100013","April 01-30 2013",600.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100095","April 01-30 2013",600.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100120","April 01-30 2013",750.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100190","April 01-30 2013",1087.500000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100200","April 01-30 2013",1650.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100408","April 01-30 2013",150.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100529","April 01-30 2013",1800.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100728","April 01-30 2013",900.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100930","April 01-30 2013",300.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100990","April 01-30 2013",600.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101001","April 01-30 2013",375.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13200002","April 01-30 2013",1650.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100856","April 01-30 2013",348.750000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100412","April 01-30 2013",450.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100819","April 01-30 2013",450.000000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100006","April 01-30 2013",361.875000,2,"for the month of April 01-30 2013"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100913","April 01-30 2013",361.875000,2,"for the month of April 01-30 2013"
