branch,division,dept,category,subcat,displaya,buyerid,itmdept,supplier_code,period,amount,paymentid,remarks
"S335","SP","OPS","C000000011","S000000017"," "," ","","13100240","March 01-31 2020",582.500000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13100308","March 01-31 2020",2796.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13100323","March 01-31 2020",932.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13100703","March 01-31 2020",2796.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13100923","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13100982","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13101092","March 01-31 2020",4194.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13101115","March 01-31 2020",2796.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13101166","March 01-31 2020",2796.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13200002","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13300510","March 01-31 2020",932.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13100046","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13100918","March 01-31 2020",1648.475000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13101033","March 01-31 2020",699.000000,2,"for the month of March 01-31 2020"
"S335","SP","OPS","C000000011","S000000017"," "," ","","13101087","March 01-31 2020",58.250000,2,"for the month of March 01-31 2020"
