branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S336","SP","OPS","C000000011","S000000017"," "," ","13100167","December 01-31 2017",349.500000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100732","December 01-31 2017",932.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100923","December 01-31 2017",1398.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13101111","December 01-31 2017",466.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13300051","December 01-31 2017",1398.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13300143","December 01-31 2017",1398.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100254","December 01-31 2017",1473.725000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100289","December 01-31 2017",349.500000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13101069","December 01-31 2017",1182.475000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13101087","December 01-31 2017",599.975000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100204","December 01-31 2017",1165.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100731","December 01-31 2017",1165.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100177","December 01-31 2017",1398.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100256","December 01-31 2017",1398.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100313","December 01-31 2017",1398.000000,2,"for the month of December 01-31 2017"
"S336","SP","OPS","C000000011","S000000017"," "," ","13100363","December 01-31 2017",1398.000000,2,"for the month of December 01-31 2017"
