branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S334","SP","OPS","C000000011","S000000017"," "," ","13100072","April 01-30 2014",932.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100073","April 01-30 2014",466.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100237","April 01-30 2014",466.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100323","April 01-30 2014",466.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100412","April 01-30 2014",466.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100728","April 01-30 2014",1398.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100856","April 01-30 2014",932.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100902","April 01-30 2014",2563.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13101023","April 01-30 2014",1398.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13300143","April 01-30 2014",2796.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100013","April 01-30 2014",466.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100015","April 01-30 2014",2405.725000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100046","April 01-30 2014",250.475000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100308","April 01-30 2014",407.750000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100315","April 01-30 2014",3728.000000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100529","April 01-30 2014",483.475000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100696","April 01-30 2014",541.725000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100703","April 01-30 2014",116.500000,2,"for the month of April 01-30 2014"
"S334","SP","OPS","C000000011","S000000017"," "," ","13100843","April 01-30 2014",483.475000,2,"for the month of April 01-30 2014"
