branch,division,dept,category,subcat,displaya,buyerid,itmdept,supplier_code,period,amount,paymentid,remarks
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100195","August 01-31 2020",5592.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100229","August 01-31 2020",4194.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100308","August 01-31 2020",2796.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100315","August 01-31 2020",5126.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100323","August 01-31 2020",932.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100703","August 01-31 2020",2796.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100843","August 01-31 2020",2796.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100923","August 01-31 2020",1398.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100958","August 01-31 2020",699.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101033","August 01-31 2020",932.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101111","August 01-31 2020",932.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101115","August 01-31 2020",3728.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101118","August 01-31 2020",932.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13300143","August 01-31 2020",1398.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13300309","August 01-31 2020",1398.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13300510","August 01-31 2020",932.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100107","August 01-31 2020",1864.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100254","August 01-31 2020",891.225000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100289","August 01-31 2020",524.250000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100370","August 01-31 2020",233.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100399","August 01-31 2020",75.725000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100728","August 01-31 2020",1281.500000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100844","August 01-31 2020",2563.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100850","August 01-31 2020",2172.725000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100982","August 01-31 2020",1223.250000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101069","August 01-31 2020",58.250000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101072","August 01-31 2020",658.225000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101110","August 01-31 2020",599.975000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101150","August 01-31 2020",524.250000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101166","August 01-31 2020",2796.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101191","August 01-31 2020",2405.725000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13200002","August 01-31 2020",466.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13300181","August 01-31 2020",1165.000000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100095","August 01-31 2020",193.681250,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100237","August 01-31 2020",193.681250,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101104","August 01-31 2020",193.681250,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101104","August 01-31 2020",193.681250,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13100904","August 01-31 2020",349.500000,2,"for the month of August 01-31 2020"
"S323","SP","OPS","C000000011","S000000017"," "," ","","13101010","August 01-31 2020",349.500000,2,"for the month of August 01-31 2020"
