branch,division,dept,category,subcat,displaya,buyerid,itmdept,supplier_code,period,amount,paymentid,remarks
S327,SP,OPS,C000000011,S000000017, , ,,13100046,March 01-31 2020,2796,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100107,March 01-31 2020,2796,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100229,March 01-31 2020,1165,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100240,March 01-31 2020,582.5,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100308,March 01-31 2020,2796,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100418,March 01-31 2020,1398,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100421,March 01-31 2020,1398,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100728,March 01-31 2020,1398,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100923,March 01-31 2020,1398,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13101033,March 01-31 2020,699,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13101092,March 01-31 2020,4194,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13101118,March 01-31 2020,1398,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13200002,March 01-31 2020,1398,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100015,March 01-31 2020,192.225,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100138,March 01-31 2020,2347.475,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100181,March 01-31 2020,3570.725,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100204,March 01-31 2020,949.475,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100289,March 01-31 2020,407.75,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100292,March 01-31 2020,483.475,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100313,March 01-31 2020,3920.225,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100340,March 01-31 2020,1764.975,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100399,March 01-31 2020,1165,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100703,March 01-31 2020,133.975,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100782,March 01-31 2020,"1,240.73",2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100789,March 01-31 2020,192.225,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100843,March 01-31 2020,349.5,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100983,March 01-31 2020,716.475,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13101110,March 01-31 2020,2580.475,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13101111,March 01-31 2020,291.25,2,for the month of March 01-31 2020
S327,SP,OPS,C000000011,S000000017, , ,,13100252,March 01-31 2020,"1,572.75",2,for the month of March 01-31 2020
