branch,division,dept,category,subcat,displaya,buyerid,itmdept,supplier_code,period,amount,paymentid,remarks
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100027","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100104","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100235","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100308","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100404","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100412","March 01-31 2020",699.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100536","March 01-31 2020",699.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100782","March 01-31 2020",4194.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100800","March 01-31 2020",699.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100919","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100923","March 01-31 2020",699.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13101092","March 01-31 2020",2097.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13101111","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13101118","March 01-31 2020",1864.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13101163","March 01-31 2020",2796.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13101174","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13300309","March 01-31 2020",699.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13300510","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100073","March 01-31 2020",233.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100138","March 01-31 2020",3029.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100204","March 01-31 2020",1398.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100209","March 01-31 2020",75.725000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100289","March 01-31 2020",1572.750000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100315","March 01-31 2020",2347.475000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100370","March 01-31 2020",466.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100399","March 01-31 2020",1065.975000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100696","March 01-31 2020",932.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100703","March 01-31 2020",349.500000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100728","March 01-31 2020",291.250000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100940","March 01-31 2020",192.225000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13101033","March 01-31 2020",483.475000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13101087","March 01-31 2020",366.975000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13101147","March 01-31 2020",233.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13200002","March 01-31 2020",291.250000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13300051","March 01-31 2020",233.000000,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100095","March 01-31 2020",310.666667,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13100237","March 01-31 2020",310.666667,2,"for the month of March 01-31 2020"
"S339","SP","OPS","C000000011","S000000017"," "," ","","13101104","March 01-31 2020",310.666667,2,"for the month of March 01-31 2020"
