branch,division,dept,category,subcat,displaya,buyerid,itmdept,supplier_code,period,amount,paymentid,remarks
S325,SP,OPS,C000000011,S000000017, , ,,13100006,September 01-30 2019,2796,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100046,September 01-30 2019,2796,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100104,September 01-30 2019,1398,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100204,September 01-30 2019,5592,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100240,September 01-30 2019,582.5,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100308,September 01-30 2019,2796,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100315,September 01-30 2019,5592,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100706,September 01-30 2019,1398,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100919,September 01-30 2019,932,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100923,September 01-30 2019,1398,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100940,September 01-30 2019,932,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13101033,September 01-30 2019,1048.5,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13101095,September 01-30 2019,8388,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13101111,September 01-30 2019,932,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13101118,September 01-30 2019,932,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100013,September 01-30 2019,4094.975,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100073,September 01-30 2019,291.25,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100113,September 01-30 2019,250.475,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100120,September 01-30 2019,2638.725,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100138,September 01-30 2019,5184.25,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100209,September 01-30 2019,291.25,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100348,September 01-30 2019,541.725,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100696,September 01-30 2019,466,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100703,September 01-30 2019,192.225,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100728,September 01-30 2019,1281.5,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100782,September 01-30 2019,4718.25,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100850,September 01-30 2019,4852.225,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100918,September 01-30 2019,541.725,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100983,September 01-30 2019,4077.5,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13101115,September 01-30 2019,640.75,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13101163,September 01-30 2019,17.475,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13101166,September 01-30 2019,832.975,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13300051,September 01-30 2019,233,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100015,September 01-30 2019,891.225,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100789,September 01-30 2019,291.25,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100844,September 01-30 2019,1531.975,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100994,September 01-30 2019,308.725,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13101087,September 01-30 2019,4485.25,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100095,September 01-30 2019,621.333333,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100237,September 01-30 2019,621.333333,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13101104,September 01-30 2019,621.333333,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100702,September 01-30 2019,1267.908333,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100861,September 01-30 2019,1267.908333,2,for the month of September 01-30 2019
S325,SP,OPS,C000000011,S000000017, , ,,13100405,September 01-30 2019,1267.908333,2,for the month of September 01-30 2019
