branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S356","SP","OPS","C000000011","S000000017"," "," ","13100120","January 01-31 2019",5592.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100209","January 01-31 2019",932.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100237","January 01-31 2019",1398.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100308","January 01-31 2019",2796.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100782","January 01-31 2019",2796.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100904","January 01-31 2019",932.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100918","January 01-31 2019",1398.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13101111","January 01-31 2019",932.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13101118","January 01-31 2019",932.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13300051","January 01-31 2019",1398.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13300181","January 01-31 2019",1398.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13300309","January 01-31 2019",1398.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100046","January 01-31 2019",75.725000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100112","January 01-31 2019",1165.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100114","January 01-31 2019",932.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100138","January 01-31 2019",1747.500000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100204","January 01-31 2019",2038.750000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100229","January 01-31 2019",233.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100254","January 01-31 2019",891.225000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100292","January 01-31 2019",2289.225000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100315","January 01-31 2019",1823.225000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100323","January 01-31 2019",233.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100340","January 01-31 2019",116.500000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100703","January 01-31 2019",1980.500000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100728","January 01-31 2019",1281.500000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100732","January 01-31 2019",1124.225000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100789","January 01-31 2019",5126.000000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100843","January 01-31 2019",1689.250000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100844","January 01-31 2019",3553.250000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100850","January 01-31 2019",3221.225000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100923","January 01-31 2019",308.725000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13100983","January 01-31 2019",815.500000,2,"for the month of January 01-31 2019"
"S356","SP","OPS","C000000011","S000000017"," "," ","13101015","January 01-31 2019",17.475000,2,"for the month of January 01-31 2019"
