branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S327","SP","OPS","C000000011","S000000017"," "," ","13100072","January 01-31 2015",932.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100195","January 01-31 2015",932.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100237","January 01-31 2015",932.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100323","January 01-31 2015",932.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100421","January 01-31 2015",2796.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100856","January 01-31 2015",815.500000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100940","January 01-31 2015",2796.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13101054","January 01-31 2015",932.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13200002","January 01-31 2015",5592.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100046","January 01-31 2015",582.500000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100264","January 01-31 2015",716.475000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100412","January 01-31 2015",233.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100844","January 01-31 2015",308.725000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100191","January 01-31 2015",93.200000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100204","January 01-31 2015",93.200000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100407","January 01-31 2015",93.200000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100731","January 01-31 2015",93.200000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100925","January 01-31 2015",93.200000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100436","January 01-31 2015",932.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100982","January 01-31 2015",932.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100994","January 01-31 2015",233.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100993","January 01-31 2015",233.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100006","January 01-31 2015",466.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100913","January 01-31 2015",466.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100215","January 01-31 2015",271.833333,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100904","January 01-31 2015",271.833333,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100751","January 01-31 2015",271.833333,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100337","January 01-31 2015",699.000000,2,"for the month of January 01-31 2015"
"S327","SP","OPS","C000000011","S000000017"," "," ","13100748","January 01-31 2015",699.000000,2,"for the month of January 01-31 2015"
