branch,division,dept,category,subcat,displaya,buyerid,supplier_code,period,amount,paymentid,remarks
"S325","SP","OPS","C000000011","S000000017"," "," ","13100104","June 01-30 2019",1398.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100237","June 01-30 2019",2796.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100308","June 01-30 2019",2796.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100366","June 01-30 2019",1398.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100706","June 01-30 2019",1398.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100919","June 01-30 2019",932.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101111","June 01-30 2019",932.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101118","June 01-30 2019",932.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13300051","June 01-30 2019",1398.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100046","June 01-30 2019",2230.975000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100073","June 01-30 2019",174.750000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100195","June 01-30 2019",17.475000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100204","June 01-30 2019",2854.250000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100696","June 01-30 2019",524.250000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100789","June 01-30 2019",58.250000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100850","June 01-30 2019",7397.750000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100923","June 01-30 2019",891.225000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101087","June 01-30 2019",1124.225000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101095","June 01-30 2019",7356.975000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101115","June 01-30 2019",75.725000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101152","June 01-30 2019",174.750000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101166","June 01-30 2019",2755.225000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13200002","June 01-30 2019",192.225000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13300124","June 01-30 2019",291.250000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13300143","June 01-30 2019",233.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100006","June 01-30 2019",1514.500000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100167","June 01-30 2019",466.000000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100782","June 01-30 2019",2056.225000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101069","June 01-30 2019",349.500000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13101010","June 01-30 2019",270.862500,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100904","June 01-30 2019",270.862500,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100702","June 01-30 2019",1403.825000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100861","June 01-30 2019",1403.825000,2,"for the month of June 01-30 2019"
"S325","SP","OPS","C000000011","S000000017"," "," ","13100405","June 01-30 2019",1403.825000,2,"for the month of June 01-30 2019"
